Course Title,Course URL,Duration,Rating,Cost,Level,Description,Platform
SaaS Business Transformation,https://explore.skillbuilder.aws/learn/course/external/view/elearning/434/saas-business-transformation,1h 00m,5.0,Free,Intermediate,"In this course, you will learn about the comprehensive business and organizational transformation necessary for a company to successfully transition to a software-as-a-service (SaaS) business model. You will see how each function in the organization must transform to support the journey to becoming a successful SaaS provider. And you will see a couple of examples of partners that have made a successful transition.",AWS
AWS Elemental Live - Conductor,https://explore.skillbuilder.aws/learn/course/external/view/elearning/431/aws-elemental-live-conductor,2h 00m,5.0,Free,Intermediate,"This training provides an overview of the key functions of AWS Elemental Conductor, focusing on the configuration and running of live events across multiple AWS Elemental Live encoders and the modeling of an AWS Elemental Live workflow. It includes a tour of the key elements of the user interface and a demonstration of the steps to create a simple live event, called a channel in Conductor. It also outlines the basic steps to monitor and maintain the system as well as troubleshooting common system issues.",AWS
Making the App You Want in Amazon Honeycode,https://explore.skillbuilder.aws/learn/course/external/view/elearning/430/making-the-app-you-want-in-amazon-honeycode,45m 00s,5.0,Free,Intermediate,"In this course, you will practice hands-on app building in Amazon Honeycode. The first section of the course provides a deep dive into functions and formulas that come in handy for building the app you want. Then, you will complete a series of missions to flex your functions-and-formulas muscles to create a team leaderboard.",AWS
AWS Managed Services (AMS): Account Modes,https://explore.skillbuilder.aws/learn/course/external/view/elearning/425/aws-managed-services-ams-account-modes,4h 30m,5.0,Free,Intermediate,"AWS Managed Services (AMS) operates Amazon Web Services (AWS) on behalf of customers. With AMS, interactions with AWS services are fully managed and tracked as part of the AMS platform itself. However, you can also choose to interact with AWS services outside of the AMS management layer through different account modes. This course will discuss the three types of account modes and how to enable each type.",AWS
Game Server Hosting on AWS,https://explore.skillbuilder.aws/learn/course/external/view/elearning/422/game-server-hosting-on-aws,1h 15m,5.0,Free,Intermediate,"This course describes Game Server hosting options on AWS. It identifies key technical and business requirements that influence selecting a Game Server hosting solution. The course describes AWS Game Server hosting solutions including Amazon GameLift, FleetIQ Game Server Groups, container-based solutions using Amazon ECS, Amazon EKS, and AWS Fargate, and solutions based on Amazon EC2 and AWS core services.",AWS
Amazon GameLift Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/421/amazon-gamelift-primer,2h 00m,4.0,Free,Intermediate,,AWS
Harnessing Data in Amazon Honeycode,https://explore.skillbuilder.aws/learn/course/external/view/elearning/420/harnessing-data-in-amazon-honeycode,45m 00s,5.0,Free,Intermediate,"In this course, you will learn how to boost your Amazon Honeycode building and data modeling skills. Guided by a Honeycode template, you will deep-dive into how to use rowlinks, formulas, and functions to create apps that help your teams build a better way to work. The course begins with a walk-through of how data is structured in the tables, and then shifts to a detailed view of how that data is reflected and managed in the Builder. It covers key Honeycode functions such as FILTER(), THISROW(), and FINDROW(). Throughout the course, you will gain an understanding of data modeling concepts and design patterns that are useful in creating effective applications.Course level: IntermediateDuration: 45 minutes",AWS
Internet of Things Foundation Series,https://explore.skillbuilder.aws/learn/course/external/view/elearning/402/internet-of-things-foundation-series,9h 30m,4.0,Free,Intermediate,The Internet of Things (IoT) Foundation Series comprises a set of courses that offer a broad experience across IoT Core and its associated services. Each class in the series is centered around a scenario where a fictitious customer has a business challenge. The information and activities in the class provide the knowledge and skills to overcome this challenge.,AWS
Performing Input Stitching and Clipping,https://explore.skillbuilder.aws/learn/course/external/view/elearning/397/performing-input-stitching-and-clipping,10m 00s,3.0,Free,Intermediate,"In this tutorial, you will learn how to use AWS Elemental MediaConvert to combine, or stitch, multiple video inputs together into a single file. You will also learn how to use MediaConvert to perform input clipping, which is converting specific sections of a file instead of the whole thing.",AWS
Creating Adaptive Bitrate (ABR) Outputs,https://explore.skillbuilder.aws/learn/course/external/view/elearning/395/creating-adaptive-bitrate-abr-outputs,20m 00s,4.0,Free,Intermediate,"In this tutorial, you will learn how to use AWS Elemental MediaConvert to convert source videos into output groups suitable for both file-based and adaptive bitrate, streaming playout. You’ll also learn which ABR protocols MediaConvert supports, and the feature- and device-based decision-making process behind choosing the appropriate ABR packaging protocol.",AWS
Building a Live Video Channel with MediaLive and MediaPackage,https://explore.skillbuilder.aws/learn/course/external/view/elearning/390/building-a-live-video-channel-with-medialive-and-mediapackage,20m 00s,5.0,Free,Intermediate,"In this tutorial, you will learn how to take in a high-quality video feed from a live event, use AWS Elemental MediaLive to create an adaptable bitrate (ABR) stream. How to configure AWS Elemental MediaPackage to package the ABR stream so that it can be sent over the internet to any number of customers. And finally to use Amazon CloudFront to distribute that ABR stream to any number of connected devices throughout the world.",AWS
Types of Machine Learning Solutions,https://explore.skillbuilder.aws/learn/course/external/view/elearning/388/types-of-machine-learning-solutions,15m 00s,5.0,Free,Intermediate,"As you dive deeper into studying Machine Learning, the areas of focus split into three different disciplines: Computer Vision, Natural Language Processing, and Chat Bots.  Blaine Sundrud with AWS Training and Certification, steps you through what each discipline covers as far as the practical applications and lays out the AWS services used in each track so you can choose the learning path that best fits your need.",AWS
Working with Image Insertion,https://explore.skillbuilder.aws/learn/course/external/view/elearning/383/working-with-image-insertion,10m 00s,4.0,Free,Intermediate,"In this tutorial, you will learn how to use AWS Elemental MediaConvert to insert an image, such as a watermark or logo, as a separate layer in a video output. You’ll also learn about configuring timecode settings to control when and how long an image appears. Finally, you will see how to “burn in” timecodes into the video.",AWS
Setting Up and Configuring AWS Elemental MediaConvert,https://explore.skillbuilder.aws/learn/course/external/view/elearning/382/setting-up-and-configuring-aws-elemental-mediaconvert,10m 00s,4.0,Free,Intermediate,,AWS
Digital Rights Management and the SPEKE Protocol in Video Workflows,https://explore.skillbuilder.aws/learn/course/external/view/elearning/381/digital-rights-management-and-the-speke-protocol-in-video-workflows,45m 00s,5.0,Free,Intermediate,This training gives an overview of Digital Rights Management (DRM) and the Secure Packager and Encoder Key Exchange (SPEKE) protocol and shows how these are used with AWS Elemental services and applications.,AWS
IoT Microcontrollers: Onboarding a Raspberry Pi Using AWS Greengrass,https://explore.skillbuilder.aws/learn/course/external/view/elearning/378/iot-microcontrollers-onboarding-a-raspberry-pi-using-aws-greengrass,1h 00m,5.0,Free,Intermediate,This course provides a walkthrough of setting up Greengrass core on a Raspberry Pi. You will learn how to onboard a Greengrass core device and how to create the first deployment. You will also discover how to deploy AWS public components to run on Raspberry Pi acting as an edge server.,AWS
Mobile Development in IoT,https://explore.skillbuilder.aws/learn/course/external/view/elearning/374/mobile-development-in-iot,2h 00m,4.0,Free,Intermediate,"In this course, you will learn how to create mobile and web applications that use AWS IoT Core, AWS AppSync, and Amazon Cognito to interact with Internet of Things (IoT) devices. Across IoT verticals, customers need the ability to allow authenticated, authorized users to interact with IoT devices using Amazon Web Services (AWS). This course will cover how several services can be used to implement common user and device interactions, including pairing a device to a user, controlling a device through a mobile application, and receiving real-time updates of device messages as an end user.",AWS
Machine Learning Exam Basics,https://explore.skillbuilder.aws/learn/course/external/view/elearning/373/machine-learning-exam-basics,2h 00m,5.0,Free,Intermediate,"Throughout this curriculum we’ll explore the AWS machine learning services that enable everything from building, training, and deploying models at scale, to deep learning. We’ll hear from some of Amazon’s own machine learning scientists about how to consider machine learning business challenges and decisions. Finally, we’ll show you how data is moved and processed throughout the whole machine learning pipeline.",AWS
Process Model: CRISP-DM on the AWS Stack,https://explore.skillbuilder.aws/learn/course/external/view/elearning/369/process-model-crisp-dm-on-the-aws-stack,50m 00s,5.0,Free,Intermediate,"The CRISP-DM model frames data science as a cyclical endeavor. Here, we'll walk  through the CRISP-DM methodology and framework and then apply the model's six phases to your daily work as a data scientist with Jake Chen, a Data Science consultant with AWS.",AWS
IoT Foundation: Command and Control,https://explore.skillbuilder.aws/learn/course/external/view/elearning/368/iot-foundation-command-and-control,2h 00m,4.0,Free,Intermediate,"This is the second course in the Amazon Web Services (AWS) Internet of Things (IoT) Foundations series. At the beginning of this class, we will describe a scenario that requires a specific business outcome. We will then present information and demonstrations that will progress through the solution in order to accomplish that outcome.",AWS
The Elements of Data Science,https://explore.skillbuilder.aws/learn/course/external/view/elearning/360/the-elements-of-data-science,8h 00m,5.0,Free,Intermediate,"Learn to build and continuously improve machine learning models with Data Scientist Harsha Viswanath, who will cover problem formulation, exploratory data analysis, feature engineering, model training, tuning and debugging, as well as model evaluation and productionizing.",AWS
Protect Your Web-facing Workloads with AWS Security Services,https://explore.skillbuilder.aws/learn/course/external/view/elearning/359/protect-your-web-facing-workloads-with-aws-security-services,40m 00s,5.0,Free,Intermediate,"As network attacks and intrusion attempts become more sophisticated, application developers and network managers have to manage the balance between protecting their boarders from bad guys while still maintaining a positive online presence for their customers. In this course, Shane Baldaccio will guide you through planning and implementing AWS Security Services in conjunction with traditional security services to build an intelligent, self-defending border to protect your mission critical online assets.",AWS
Communicating with Chat Bots,https://explore.skillbuilder.aws/learn/course/external/view/elearning/357/communicating-with-chat-bots,30m 00s,5.0,Free,Intermediate,"Learn how to build smart chatbots with the Communicating with Chatbots courses. We’ll teach you how to enhance your user experience and adapt to change, as well as how to deploy, secure, and monitor chatbots and gather insight about what your users want. We’ll also explain how to use AWS to achieve all of these goals.",AWS
Math for Machine Learning,https://explore.skillbuilder.aws/learn/course/external/view/elearning/356/math-for-machine-learning,8h 00m,5.0,Free,Intermediate,"To understand modern machine learning, you also need to understand vectors and matrices, linear algebra, probability theorems, univariate calculus, and multivariate calculus. This course, led by AWS Machine Learning Instructor Brent Werness, covers it all.",AWS
Mapping a Few Core Oracle DB Concepts to Amazon RDS/Aurora PostgreSQL Concepts,https://explore.skillbuilder.aws/learn/course/external/view/elearning/350/mapping-a-few-core-oracle-db-concepts-to-amazon-rdsaurora-postgresql-concepts,45m 00s,5.0,Free,Intermediate,"In this course, you will learn about the differences and similarities in Oracle databases and Amazon RDS PostgreSQL or Amazon Aurora PostgreSQL databases. You will be presented with the most frequently asked comparative questions along with background information and answers to those questions. Specifically, you will learn about the difference in software architecture, memory management, and transactions and recovery management.",AWS
IoT Foundation: Introduction to Fleet Management,https://explore.skillbuilder.aws/learn/course/external/view/elearning/344/iot-foundation-introduction-to-fleet-management,3h 00m,4.0,Free,Intermediate,"This is the third course in the AWS Internet of Things (IoT) Foundation series. This course builds on concepts introduced in previous lessons that covered onboarding single devices, establishing communication, and collecting and visualizing data. This course focuses on how to manage a fleet of devices and prepare for fleet management, provision fleets in advance and on-demand, and gather information about the devices. Additionally, the course emphasizes running commands from the command line interface (AWS CLI).",AWS
AWS Managed Services (AMS): Logging and Monitoring,https://explore.skillbuilder.aws/learn/course/external/view/elearning/342/aws-managed-services-ams-logging-and-monitoring,10h 00m,5.0,Free,Intermediate,"AWS Managed Services (AMS) operates Amazon Web Services (AWS) on behalf of customers. AMS provides a secure and compliant AWS Landing Zone, a proven enterprise operating model, ongoing cost optimization, and day-to-day infrastructure management. In this course, you will learn about AMS logging and monitoring.",AWS
Content Syndication and Sharing with AWS Elemental MediaConnect,https://explore.skillbuilder.aws/learn/course/external/view/elearning/338/content-syndication-and-sharing-with-aws-elemental-mediaconnect,20m 00s,5.0,Free,Intermediate,"This training provides an overview of AWS Elemental MediaConnect, a transport service for live video. It explains how MediaConnect can be used to contribute high-quality live video streams into the AWS Cloud, and to securely share and distribute video content.",AWS
Creating Multi-track Captioned Outputs,https://explore.skillbuilder.aws/learn/course/external/view/elearning/330/creating-multi-track-captioned-outputs,20m 00s,,Free,Intermediate,"In this tutorial, you will learn how to use AWS Elemental MediaConvert to create multi-track captioned outputs.",AWS
IoT Edge Computing: Amazon FreeRTOS Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/322/iot-edge-computing-amazon-freertos-primer,3h 00m,5.0,Free,Intermediate,"This course focuses on learning how to configure, deploy, and manage devices using Amazon FreeRTOS.",AWS
Modernize a monolith to ECS and Fargate using Application Discovery,https://explore.skillbuilder.aws/learn/course/external/view/elearning/314/modernize-a-monolith-to-ecs-and-fargate-using-application-discovery,1h 45m,5.0,Free,Intermediate,"This course provides a methodology to discover, plan, and migrate a monolith to Amazon ECS and AWS Fargate with the help of AWS Application Discovery Service and no code changes.",AWS
AWS Managed Services (AMS): Provisioning,https://explore.skillbuilder.aws/learn/course/external/view/elearning/299/aws-managed-services-ams-provisioning,30m 00s,5.0,Free,Intermediate,"AWS Managed Services (AMS) operates Amazon Web Services (AWS) on behalf of customers. AMS provides a secure and compliant AWS Landing Zone, a proven enterprise operating model, ongoing cost optimization, and day-to-day infrastructure management. In this course, you will learn three ways to provision resources in AMS using methods such as change types through the console, AWS CloudFormation, and the AWS application programming interface (API). You will also weigh the pros and cons of each method, and explore examples of how to deploy AWS resources.",AWS
Lessons Learned: Migrating Oracle to Amazon Aurora,https://explore.skillbuilder.aws/learn/course/external/view/elearning/279/lessons-learned-migrating-oracle-to-amazon-aurora,30m 00s,5.0,Free,Intermediate,"Deciding to migrate your database is a big decision, with various driving factors and different tools you can use. This course discusses how Amazon Aurora PostgreSQL and MySQL databases fit your business needs. It covers incentives to migrate, steps to migrate, and large scale migration, all without sacrificing scalability or durability.",AWS
Internet of Things (IoT) Microcontrollers Series,https://explore.skillbuilder.aws/learn/course/external/view/elearning/269/internet-of-things-iot-microcontrollers-series,9h 30m,5.0,Free,Intermediate,"The Internet of Things (IoT) Microcontroller Series comprises a set of courses that cover different aspects of working with physical devices and connecting them to AWS IoT. Each class in this series will address a specific task; such as, onboarding or connecting multiple devices to an edge node.",AWS
IoT Microcontrollers: Onboarding an ESP32 with Amazon FreeRTOS,https://explore.skillbuilder.aws/learn/course/external/view/elearning/266/iot-microcontrollers-onboarding-an-esp32-with-amazon-freertos,1h 30m,5.0,Free,Intermediate,This digital training provides a walkthrough of the onboarding process for the ESP32 DevKitC V4 with Amazon FreeRTOS.,AWS
Machine Learning Terminology and Process,https://explore.skillbuilder.aws/learn/course/external/view/elearning/260/machine-learning-terminology-and-process,1h 00m,5.0,Free,Intermediate,This course introduces you to basic machine learning concepts and the machine process the data goes through. We explore each step in the machine learning process in detail and explain some of the common terms and techniques that occur during a phase of a ML project.,AWS
Getting Started with Amazon Simple Storage Service (Amazon S3),https://explore.skillbuilder.aws/learn/course/external/view/elearning/161/getting-started-with-amazon-simple-storage-service-amazon-s3,1h 00m,5.0,Free,Intermediate,"Amazon Simple Storage Service (Amazon S3) is an object storage service that offers industry-leading scalability, data availability, security, and performance. This means customers of all sizes and industries can use it to store and protect any amount of data for a range of use cases, such as websites, mobile applications, backup and restore, archive, enterprise applications, IoT devices, and big data analytics. In this course, you acquire the knowledge you need to start using Amazon Simple Storage Service (Amazon S3). You learn about the key elements of Amazon S3 and explore how to configure them. You learn how to upload data to Amazon S3 and what additional AWS services you can use to transfer data to Amazon S3 at scale. You also learn the basic elements of security within Amazon S3. Finally, you review how Amazon S3 integrates with other services for specific use cases.",AWS
AWS Snowcone Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/158/aws-snowcone-primer,1h 00m,5.0,Free,Intermediate,"Welcome to the AWS Snowcone Primer course! AWS Snowcone is the smallest member of the AWS Snow Family of edge computing, edge storage, and data transfer devices. You can use Snowcone in backpacks for first responders, vehicular, and even drone use cases, or anywhere that necessitates a portable, small  form factor device. You can initiate compute applications at the edge and transfer data online with AWS DataSync from edge locations, or ship the device to AWS for offline data transfer.",AWS
Build and Deploy APIs with a Serverless CI/CD,https://explore.skillbuilder.aws/learn/course/external/view/elearning/148/build-and-deploy-apis-with-a-serverless-cicd,50m 00s,4.0,Free,Intermediate,"Building an API engine, managing a CI/CD pipeline: achieving these DevOps goals historically took managing a number of instances with all the associated operational overhead.  Atul Bargaje and Rahul Sareen, AWS IoT Architects, guide you through the process of simplifying your DevOps processes using serverless methods. You’ll start by understanding how APIs are currently managed with traditional methods, then learn the real-world, best practices of how serverless application methods (SAM) can streamline your operations.",AWS
AWS Snowcone Planning and Logistics,https://explore.skillbuilder.aws/learn/course/external/view/elearning/143/aws-snowcone-planning-and-logistics,1h 30m,5.0,Free,Intermediate,"AWS Snowcone is a portable, rugged, and secure device for edge computing and data transfer. You can use Snowcone to collect, process, and move data to AWS. Before ordering Snowcone, however, there are several decision points that must be defined and planned.",AWS
Why Analytics for Games,https://explore.skillbuilder.aws/learn/course/external/view/elearning/133/why-analytics-for-games,1h 00m,5.0,Free,Intermediate,"This course addresses the use of analytics in gaming use cases. Learners will explore the benefit of analytics and how insights can be used to improve game design, increase efficiency of game operations, and inform financial and strategic decisions. Learners will see different sources and types of game data to use for business intelligence and how an analytics pipeline can be used to translate game data to answers.",AWS
AWS Elemental MediaLive Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/126/aws-elemental-medialive-primer,1h 00m,5.0,Free,Intermediate,"This course provides an overview of the fundamental functions of AWS Elemental MediaLive, focusing on key operational aspects of live streaming video workflows. It includes a tour of the main elements of the user interface and a demonstration of the steps to create a live video stream using AWS Elemental MediaLive. It also outlines the basic steps to monitor system health.",AWS
Amazon EventBridge Overview and Integration with SaaS Applications,https://explore.skillbuilder.aws/learn/course/external/view/elearning/119/amazon-eventbridge-overview-and-integration-with-saas-applications,30m 00s,5.0,Free,Intermediate,"In this technical demonstration, you will learn how Amazon CloudWatch Events is used and how it integrates with Amazon EventBridge. You will first review a CloudWatch Event rule that will send a message to an Amazon Simple Queue Service (Amazon SQS) queue. Next, you will see how to set up an EventBridge bus to integrate with a partner software-as-a-service (SaaS) application. Finally, you will view demonstrations, including a scenario with a sample producer or consumer application that uses EventBridge. The example scenarios will show integration of other Amazon Web Services (AWS) offerings, such as Amazon API Gateway, AWS Lambda, and Amazon CloudWatch Logs.",AWS
Exam Readiness: AWS Certified Database - Specialty,https://explore.skillbuilder.aws/learn/course/external/view/elearning/116/exam-readiness-aws-certified-database-specialty,3h 30m,5.0,Free,Intermediate,"The AWS Certified Database – Specialty exam validates technical skills and experience in designing, deploying, and managing AWS database services. This course helps you prepare for the exam by exploring the exam’s topic areas and familiarizing you with the question style and exam approach. The course reviews sample exam questions in each topic area and teaches you how to interpret the concepts being tested so you can more easily eliminate incorrect responses.",AWS
Amazon SageMaker: Build an Object Detection Model Using Images Labeled with Ground Truth,https://explore.skillbuilder.aws/learn/course/external/view/elearning/111/amazon-sagemaker-build-an-object-detection-model-using-images-labeled-with-ground-truth,1h 10m,5.0,Free,Intermediate,"In this course we’ll join Dr. Denis Batalov, worldwide AI/ML Tech Leader, as he shows you how to implement a machine learning pipeline using Amazon SageMaker and Amazon SageMaker Ground Truth. First you will create a labeled dataset, then you’ll create a training job to train your object detection model, and finally you will use Amazon SageMaker to create and update your model.",AWS
AWS Elemental MediaConvert Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/107/aws-elemental-mediaconvert-primer,1h 00m,5.0,Free,Intermediate,"This course provides an overview of the fundamental functions of AWS Elemental MediaConvert, focusing on key operational aspects of video on demand (VOD) workflows. The course includes a tour of the main elements of the user interface and a demonstration of the steps to format and compress offline video content for delivery to televisions or connected devices. It also outlines the basic steps to monitor system status.",AWS
Introduction to Containers,https://explore.skillbuilder.aws/learn/course/external/view/elearning/106/introduction-to-containers,15m 00s,5.0,Free,Intermediate,"This is an introductory course designed for participants with little-to-no previous knowledge of containers. It will teach you the history and concepts behind containerization, provide an introduction to specific technologies used within the container ecosystem and discuss the importance of containers in microservice architectures.",AWS
AWS DataSync Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/102/aws-datasync-primer,1h 05m,5.0,Free,Intermediate,"AWS DataSync makes it simple and fast to move large amounts of data online between on-premises storage and AWS storage services. DataSync also allows you to transfer data between AWS storage services in the AWS Cloud. DataSync supports Amazon S3, Amazon Elastic File System (Amazon EFS), Amazon FSx for Windows File Server, FSx for Lustre, and Amazon FSx for OpenZFS AWS storage services.",AWS
Machine Learning Security,https://explore.skillbuilder.aws/learn/course/external/view/elearning/95/machine-learning-security,2h 00m,5.0,Free,Intermediate,"At AWS, security is the highest priority. Controlling and managing permissions, as well as authorizing traffic is all part of building highly secure applications and environments on the AWS platform. This curriculum covers the AWS products and services that enable you to secure your applications and environments with specific topics detailing NACLs, security groups, AWS identity and access management, and encryption key management.",AWS
Amazon Elastic Container Service (ECS) Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/91/amazon-elastic-container-service-ecs-primer,30m 00s,5.0,Free,Intermediate,"This course goes beyond the basic concepts and benefits of containerization and teaches you more about the Amazon Elastic Container Service (ECS). You will learn about the implementation of containers on AWS using ECS and complementary services, such as the Amazon Elastic Container Registry (ECR). You will also learn about common microservices scenarios.",AWS
Amazon FSx for Lustre Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/90/amazon-fsx-for-lustre-primer,1h 40m,5.0,Free,Intermediate,"As a fully managed service, Amazon FSx for Lustre enables you to run high performance Lustre file systems for any workload where storage speed matters. Amazon FSx for Lustre is used for workloads such as machine learning, high performance computing (HPC), video processing, and financial modeling. In this self-paced course, you learn how to get started with Amazon FSx for Lustre. You discover its benefits, common use cases, how to set up Amazon FSx for Lustre, and how to monitor your file system. Video demonstrations guide you through creating and monitoring your Amazon FSx for Lustre file system. Finally, you review the cost model associated with using Amazon FSx for Lustre.",AWS
AWS Transfer Family Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/88/aws-transfer-family-primer,1h 00m,5.0,Free,Intermediate,"AWS Transfer Family provides fully managed, secure support for file transfers directly into and out of Amazon Storage services with support for Secure File Transfer Protocol (SFTP), File Transfer Protocol over SSL (FTPS), File Transfer Protocol (FTP), and Applicability Statement 2 (AS2). The AWS Transfer Family expands the options available to seamlessly migrate your file transfer workflows to AWS by integrating with existing clients, authentication systems, and scripts.",AWS
AWS DeepRacer: Driven by Reinforcement Learning,https://explore.skillbuilder.aws/learn/course/external/view/elearning/87/aws-deepracer-driven-by-reinforcement-learning,4h 30m,5.0,Free,Intermediate,"This course is designed to give you hands-on experience with reinforcement learning (RL) by helping you build, train and deploy models in AWS DeepRacer so you can compete in the official AWS DeepRacer League.",AWS
Amazon FSx for Windows File Server Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/80/amazon-fsx-for-windows-file-server-primer,1h 00m,5.0,Free,Intermediate,"This course is scheduled to be updated on Friday, April 7, 2023 at which time your progress in the course will be disrupted. If you have completed the course prior to that date, your progress will not be impacted.",AWS
Configure and Deploy AWS PrivateLink,https://explore.skillbuilder.aws/learn/course/external/view/elearning/77/configure-and-deploy-aws-privatelink,1h 10m,5.0,Free,Intermediate,"In this course, you will configure and deploy Amazon PrivateLink using the AWS Console.  There is a video tutorial that shows how to create VPC endpoint services with network load balancers and private DNS. You will learn to provide permissions to principals and how to accept connection requests. Pricing for the service is reviewed as well.",AWS
Planning an AWS Outposts Implementation,https://explore.skillbuilder.aws/learn/course/external/view/elearning/75/planning-an-aws-outposts-implementation,1h 20m,5.0,Free,Intermediate,"In this course, you learn about implementation planning for AWS Outposts, including security responsibilities, facilities requirements, networking requirements, and where to deploy your code. You learn how Outposts works with the AWS Region and on-premises systems and the relationship to other AWS services you want to use with Outposts. The majority of this course focuses on information pertaining to AWS Outposts rack installations. The key concepts and planning requirements are applicable with modification to Outposts server implementations.",AWS
Amazon Elastic File System (Amazon EFS) Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/64/amazon-elastic-file-system-amazon-efs-primer,50m 00s,5.0,Free,Intermediate,"Amazon Elastic File System (Amazon EFS) provides a practical, serverless, set-and-forget elastic file system for use with Amazon Web Services (AWS) Cloud services and on-premises resources. It is built to scale on demand to petabytes without disrupting applications. It grows and shrinks automatically as you add and remove files, eliminating the need to provision and manage capacity to accommodate growth.",AWS
Amazon EKS Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/57/amazon-eks-primer,1h 15m,5.0,Free,Intermediate,"Kubernetes is a powerful container orchestration system that is the backbone of many microservices architectures, but it has a steep learning curve and is complex to manage. With Amazon EKS, you can run Kubernetes on AWS without needing to install, operate, and maintain your own Kubernetes control plane.",AWS
AWS Elemental Live - Advanced,https://explore.skillbuilder.aws/learn/course/external/view/elearning/55/aws-elemental-live-advanced,2h 00m,5.0,Free,Intermediate,"This training covers some of the advanced features and functions of AWS Elemental Live, focusing on key operational aspects of a live video event. Building on the foundational knowledge from AWS Elemental Live Foundations, it provides an explanation of key terms and concepts and a video demonstration of the user interface (UI) configuration, where applicable. These advanced skills provide you with additional options and configuration details to enable more complex video use cases, including adding language tracks and captions, enabling monetization workflows, and understanding digital rights management.",AWS
AWS Lambda Function Security & Defense in Depth,https://explore.skillbuilder.aws/learn/course/external/view/elearning/53/aws-lambda-function-security-defense-in-depth,1h 20m,5.0,Free,Intermediate,"In this course, we will demonstrate the challenges of securing your AWS resources from rogue AWS Lambda code as well as showcasing Lambda security tools from PureSec that can help you mitigate those threats.",AWS
Exam Readiness: AWS Certified Data Analytics - Specialty,https://explore.skillbuilder.aws/learn/course/external/view/elearning/51/exam-readiness-aws-certified-data-analytics-specialty,3h 30m,5.0,Free,Intermediate,"We have updated this course on October 20, 2022, to correct a problem that was impacting course completion. If you are enrolled in the course and have not completed it, your progress may be impacted. We apologize for any inconvenience this may cause.",AWS
AWS Security Fundamentals (Second Edition),https://explore.skillbuilder.aws/learn/course/external/view/elearning/48/aws-security-fundamentals-second-edition,2h 00m,5.0,Free,Intermediate,Languages Available: Deutsch | Español (España) | Français | Bahasa Indonesia | ไทย | Italiano | 日本語 | 한국어 | 中文（简体) | 中文（繁體),AWS
AWS Snowball Edge Primer,https://explore.skillbuilder.aws/learn/course/external/view/elearning/45/aws-snowball-edge-primer,2h 05m,5.0,Free,Intermediate,Welcome to the AWS Snowball Edge Primer course! The AWS Snowball Edge Primer consists of three courses or modules to help familiarize you with the AWS Snowball Edge service offering.,AWS
Configure and Deploy AWS Client VPN,https://explore.skillbuilder.aws/learn/course/external/view/elearning/40/configure-and-deploy-aws-client-vpn,30m 00s,5.0,Free,Intermediate,"AWS Client VPN provides access to AWS resources in an on-premises network from any location.  With global requirements for work from home, connecting and staying connected is important.  This course contains two independent lessons:",AWS
Moving To Managed Databases on AWS,https://explore.skillbuilder.aws/learn/course/external/view/elearning/36/moving-to-managed-databases-on-aws,4h 00m,5.0,Free,Intermediate,"The lift-and-shift strategy is a common move for organizations making their first foray into the cloud. This lift-and-shift strategy may feel like the easiest way to move to the cloud. Your architecture map still looks similar, and your team’s responsibilities don’t change. But you're not getting the full benefits of the cloud.",AWS
Cloud Audit Academy FDW Interactive Modules,https://explore.skillbuilder.aws/learn/course/external/view/elearning/14755/cloud-audit-academy-fdw-interactive-modules,2h 00m,5.0,Free,Advanced,"In this course, you will learn how Amazon Web Services (AWS) offerings can be used to assist with U.S. federal and U.S. Department of Defense (DoD) security and compliance requirements. This course supplements the Cloud Audit Academy (CAA) for Federal and Department of Defense (DoD) Workloads (FDW) in AWS instructor-led training (ILT).Each module includes interactive walkthroughs of the AWS Management Console, AWS services relevant to each of the modules, or NIST control families covered in the course. The walkthroughs are an optional exercise at the discretion of the instructor.",AWS
Performance Tuning on Amazon DocumentDB,https://explore.skillbuilder.aws/learn/course/external/view/elearning/14394/performance-tuning-on-amazon-documentdb,1h 00m,5.0,Free,Advanced,This course introduces you to the best practices and tools that help you optimize and improve the performance of your Amazon DocumentDB (with MongoDB compatibility) clusters. You will learn how to design your Amazon DocumentDB database for optimized performance by monitoring key metrics and troubleshooting the most common challenges. Following performance-tuning best practices can help save costs related to performance and billing.,AWS
Architecting on AWS - Accelerator - Online Course Supplement,https://explore.skillbuilder.aws/learn/course/external/view/elearning/13542/architecting-on-aws-accelerator-online-course-supplement,4h 00m,5.0,Free,Advanced,"We have updated this course on October 18, 2022, to correct a problem that was impacting course completion. If you are enrolled in the course and have not completed it, your progress may be impacted. We apologize for any inconvenience this may cause.",AWS
