course_name,course_url,course_provider,course_skill,course_rating,course_enroll,course_difficultty,course_time,course_type,course_frr
Exploring Renewable Energy Schemes,https://www.coursera.org/learn/exploring-renewable-energy,University of Pennsylvania,"Skills you'll gain: Operating Systems, Systems Design, Theoretical Computer Science",4.7,"22,898",beginner,1-3 months,course,free
Getting Started with Azure,https://www.coursera.org/learn/cloud-azure-intro,LearnQuest,"Skills you'll gain: Cloud Computing, Microsoft Azure, Cloud Storage, System Security, Theoretical Computer Science, Cloud Management, Cloud Platforms",4.4,"29,180",beginner,1-3 months,course,free
Blockchain Scalability and its Foundations in Distributed Systems,https://www.coursera.org/learn/blockchain-scalability,The University of Sydney,"Skills you'll gain: BlockChain, Finance, Theoretical Computer Science, Computational Thinking, Computer Programming, Security Engineering, Algorithms, Computer Networking, Decision Making, Entrepreneurship, Leadership and Management, Network Security",4.5,"4,558",beginner,1-3 months,course,free
Exploring ​and ​Preparing ​your ​Data with BigQuery,https://www.coursera.org/learn/gcp-exploring-preparing-data-bigquery,Google Cloud,"Skills you'll gain: Cloud Computing, Google Cloud Platform, Information Technology, Data Management, Databases, SQL, Statistical Programming, Big Data, Cloud Platforms, Cloud Storage, Computer Science, Data Science, Cloud Management, Computer Architecture, Data Analysis, Design and Product, Distributed Computing Architecture, Entrepreneurship, Exploratory Data Analysis, Full-Stack Web Development, Leadership and Management, Market Research, Marketing, Product Management, Product Marketing, Research and Design, Sales, Strategy and Operations, Web Development",4.7,"64,086",beginner,1-3 months,course,free
Finding Hidden Messages in DNA (Bioinformatics I),https://www.coursera.org/learn/dna-analysis,University of California San Diego,"Skills you'll gain: Bioinformatics, Probability & Statistics, Computer Programming, Algorithms, Theoretical Computer Science, Computational Thinking, Entrepreneurship, Leadership and Management, Problem Solving, Research and Design",4.3,"96,599",beginner,1-3 months,course,free
Mercados financeiros,https://www.coursera.org/learn/financial-markets-global-pt,Yale University,"Skills you'll gain: Finance, Risk Management, Accounting, Algorithms, Behavioral Economics, BlockChain, Business Analysis, Business Psychology, Data Analysis, Financial Analysis, Human Computer Interaction, Human Factors (Security), Market Analysis, Marketing, Probability & Statistics, Regulations and Compliance, Security Engineering, Theoretical Computer Science",4.8,"7,219",beginner,1-3 months,course,free
SAP Customer Engagement and Discovery,https://www.coursera.org/learn/sap-customer-engagement-and-discovery,SAP,"Skills you'll gain: Business Analysis, Cloud Computing, Software As A Service, Leadership and Management, Strategy and Operations, Business Process Management, Communication, Entrepreneurship, Software Architecture, Software Engineering, Theoretical Computer Science, Finance, Sales",,"1,429",beginner,1-3 months,course,free
Enterprise Systems,https://www.coursera.org/learn/enterprise-systems,University of Minnesota,"Skills you'll gain: Leadership and Management, Change Management, Strategy and Operations, Cloud Computing, Software As A Service, Software Engineering, Theoretical Computer Science, Business Communication, Communication",4.8,"30,902",beginner,1-3 months,course,free
Introduction to Programming in Swift 5,https://www.coursera.org/learn/swift-5-programming-introduction,LearnQuest,"Skills you'll gain: Mobile Development, Swift Programming, Computer Programming, iOS Development, Data Management, Data Structures, Theoretical Computer Science",4.4,"21,327",beginner,1-3 months,course,free
"Coding for Designers, Managers, & Entrepreneurs I",https://www.coursera.org/learn/uva-coding-for-design-managers-1,University of Virginia,"Skills you'll gain: HTML and CSS, Web Development, Front-End Web Development, Web Design, Agile Software Development, Business Psychology, Collaboration, Communication, Human Computer Interaction, Leadership and Management, Research and Design, Software Engineering, User Experience, User Experience Design, Computational Thinking, Computer Programming, Theoretical Computer Science",4,"10,002",beginner,1-3 months,course,free
The Unix Workbench,https://www.coursera.org/learn/unix,Johns Hopkins University,"Skills you'll gain: Computer Programming, Cloud Computing, Computer Programming Tools, DevOps, Devops Tools, Other Programming Languages, Software Engineering, Software Engineering Tools, System Programming, Application Development, Human Computer Interaction, Operating Systems, Software Architecture, Theoretical Computer Science, User Experience",4.7,"52,977",beginner,1-3 months,course,free
Initiation à la programmation (en C++),https://www.coursera.org/learn/initiation-programmation-cpp,École Polytechnique Fédérale de Lausanne,"Skills you'll gain: Computer Programming, C++ Programming, C Programming Language Family, Other Programming Languages, Theoretical Computer Science, Algorithms, Computer Architecture, Data Management, Data Structures, Deep Learning, Programming Principles",4.7,"47,552",beginner,1-3 months,course,free
Introduction to Cybersecurity for Business,https://www.coursera.org/learn/intro-cyber-security-business,University of Colorado System,"Skills you'll gain: Security Engineering, Information Technology, Security Strategy, Computer Networking, Computer Science, Network Security, Software Security, Cryptography, Finance, Leadership and Management, Operating Systems, Risk Management, Software Engineering, System Security, Theoretical Computer Science",4.7,"42,054",beginner,1-3 months,course,free
Introduction to Graph Theory,https://www.coursera.org/learn/graphs,University of California San Diego,"Skills you'll gain: Computer Science, Graph Theory, Mathematics, Algorithms, Combinatorics, Data Analysis, Data Visualization, Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Scientific Visualization, Statistical Visualization, Theoretical Computer Science",4.5,"44,790",beginner,1-3 months,course,free
Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),https://www.coursera.org/learn/business-model-canvas,University System of Georgia,"Skills you'll gain: Entrepreneurship, Persona Research, Research and Design, Strategy, Customer Relationship Management, Finance, Marketing, Software Architecture, Software Engineering, Theoretical Computer Science",4.6,"57,118",beginner,1-3 months,course,free
Seguridad informática: defensa contra las artes oscuras digitales,https://www.coursera.org/learn/seguridad-informatica,Google,"Skills you'll gain: Security Engineering, Security Software, Network Security, Theoretical Computer Science, Operating Systems, Software Security, System Security, Computer Networking, Cryptography, Communication, Security Strategy, Cyberattacks",4.9,"33,838",beginner,1-3 months,course,free
Grundlagen des technischen Supports,https://www.coursera.org/learn/technical-support-fundamentals-de,Google,"Skills you'll gain: Computer Architecture, Business Psychology, Communication, Computer Networking, Customer Support, Entrepreneurship, Hardware Design, Leadership and Management, Microarchitecture, Operating Systems, Organizational Development, Supply Chain and Logistics, Theoretical Computer Science, Linux",4.8,"2,454",beginner,1-3 months,course,free
"Java Programming: Arrays, Lists, and Structured Data",https://www.coursera.org/learn/java-programming-arrays-lists-data,Duke University,"Skills you'll gain: Computer Programming, Java Programming, Cryptography, Security Engineering, Mobile Development, Programming Principles, Theoretical Computer Science",4.7,"1,43,045",beginner,1-3 months,course,free
Principes de base du support technique,https://www.coursera.org/learn/principes-de-base-du-support-technique,Google,"Skills you'll gain: Theoretical Computer Science, Computer Architecture, Computer Networking, Calculus, Communication, Computational Logic, Data Management, Data Structures, Front-End Web Development, Hardware Design, Linux, Mathematics, Network Architecture, Operating Systems, Systems Design, Web Development, Journalism",4.4,"1,640",beginner,1-3 months,course,free
Introduction to OpenCL on FPGAs,https://www.coursera.org/learn/opencl-fpga-introduction,Intel,"Skills you'll gain: Computational Thinking, Computer Programming, Theoretical Computer Science, Computer Architecture, Microarchitecture, Computer Graphic Techniques, Computer Graphics",4,"7,992",beginner,1-3 months,course,free
Data Manipulation in RPA,https://www.coursera.org/learn/data-manipulation-in-rpa,UiPath,"Skills you'll gain: Data Analysis, Data Management, Data Mining, Data Structures, Theoretical Computer Science, Operating Systems",4.8,"2,526",beginner,1-3 months,course,free
Bioinformatic Methods I,https://www.coursera.org/learn/bioinformatics-methods-1,University of Toronto,"Skills you'll gain: Bioinformatics, Probability & Statistics, Algorithms, Data Management, Data Structures, Databases, Theoretical Computer Science",4.7,"1,01,528",beginner,1-3 months,course,free
Solar Energy Systems Overview,https://www.coursera.org/learn/solar-energy-systems,University at Buffalo,"Skills you'll gain: Operating Systems, Systems Design, Theoretical Computer Science",4.7,"15,738",beginner,1-3 months,course,free
Launching into Machine Learning,https://www.coursera.org/learn/launching-machine-learning,Google Cloud,"Skills you'll gain: Machine Learning, Data Analysis, Probability & Statistics, Statistical Programming, Data Visualization, Exploratory Data Analysis, Python Programming, Regression, SQL, Statistical Visualization, Basic Descriptive Statistics, Machine Learning Algorithms, Machine Learning Software, Statistical Machine Learning, Tensorflow, Algorithms, Applied Machine Learning, Artificial Neural Networks, Business Analysis, Business Psychology, Computer Architecture, Computer Programming, Data Analysis Software, Deep Learning, Distributed Computing Architecture, Entrepreneurship, Full-Stack Web Development, Statistical Analysis, Theoretical Computer Science, Web Development",4.6,"43,828",beginner,1-3 months,course,free
Combinatorics and Probability,https://www.coursera.org/learn/combinatorics,University of California San Diego,"Skills you'll gain: Data Science, Computer Science, Probability & Statistics, Combinatorics, Mathematics, Data Analysis, Statistical Analysis, General Statistics, Bayesian Statistics, Computer Programming, Python Programming, Correlation And Dependence, Estimation, Probability Distribution, Computational Thinking, Theoretical Computer Science, Business Analysis, Computational Logic, Critical Thinking, Machine Learning, Markov Model, Mathematical Theory & Analysis, Research and Design, Statistical Programming, Strategy and Operations",4.6,"39,421",beginner,1-3 months,course,free
Managing Network Security,https://www.coursera.org/learn/managing-network-cybersecurity,University System of Georgia,"Skills you'll gain: Computer Networking, Network Security, Security Engineering, Cloud Computing, Cryptography, Theoretical Computer Science, Accounting, Cloud Infrastructure, Cyberattacks, Network Architecture, Operating Systems, System Security",4.7,"7,461",beginner,1-3 months,course,free
Programming Fundamentals in Swift,https://www.coursera.org/learn/programming-fundamentals-swift,Meta,"Skills you'll gain: Mobile Development, Swift Programming, Data Structures, Theoretical Computer Science, Application Development, Web Development",4.7,"4,124",beginner,1-3 months,course,free
Artificial Intelligence: An Overview,https://www.coursera.org/learn/artificial-intelligence-an-overview,Politecnico di Milano,"Skills you'll gain: Machine Learning, Computational Thinking, Computer Programming, Theoretical Computer Science, Applied Machine Learning, Econometrics, Entrepreneurship, General Statistics, Leadership and Management, Market Research, Marketing, Probability & Statistics, Research and Design, Sales, Strategy, Strategy and Operations, Accounting",4.8,"2,646",beginner,1-3 months,course,free
أساسيات الدعم الفني,https://www.coursera.org/learn/technical-support-fundamentals-ar,Google,"Skills you'll gain: Computer Architecture, Communication, Computational Logic, Computer Networking, Customer Support, Entrepreneurship, Hardware Design, Leadership and Management, Network Architecture, Operating Systems, Problem Solving, Research and Design, Supply Chain and Logistics, Theoretical Computer Science",4.9,"7,506",beginner,1-3 months,course,free
Foundations for Big Data Analysis with SQL,https://www.coursera.org/learn/foundations-big-data-analysis-sql,Cloudera,"Skills you'll gain: Data Management, Databases, Big Data, Data Structures, SQL, Database Administration, Database Design, Database Theory, Computer Architecture, Data Analysis, Data Warehousing, Database Application, Distributed Computing Architecture, Statistical Programming",4.8,"46,726",beginner,1-3 months,course,free
